curated_category_id,product_id,product_type
20,304828,STOCK-IMAGE
20,283705,STOCK-IMAGE
20,283708,STOCK-IMAGE
20,20496,STOCK-IMAGE
20,20497,STOCK-IMAGE
20,264881,STOCK-IMAGE
20,87860,STOCK-IMAGE
20,87861,STOCK-IMAGE
20,87862,STOCK-IMAGE
20,321928,STOCK-IMAGE
20,28790,STOCK-IMAGE
20,236301,STOCK-IMAGE
20,236313,STOCK-IMAGE
20,163734,STOCK-IMAGE
20,97859,STOCK-IMAGE
20,199402,STOCK-IMAGE
20,199403,STOCK-IMAGE
20,34998,STOCK-IMAGE
20,34999,STOCK-IMAGE
20,35000,STOCK-IMAGE
20,35001,STOCK-IMAGE
20,35006,STOCK-IMAGE
20,35007,STOCK-IMAGE
20,119103,STOCK-IMAGE
20,119104,STOCK-IMAGE
20,35010,STOCK-IMAGE
20,35012,STOCK-IMAGE
20,238728,STOCK-IMAGE
20,238729,STOCK-IMAGE
20,238730,STOCK-IMAGE
20,238731,STOCK-IMAGE
20,238732,STOCK-IMAGE
20,238733,STOCK-IMAGE
20,238734,STOCK-IMAGE
20,172376,STOCK-IMAGE
20,172377,STOCK-IMAGE
20,172379,STOCK-IMAGE
20,39130,STOCK-IMAGE
20,195623,STOCK-IMAGE
20,195624,STOCK-IMAGE
20,60419,STOCK-IMAGE
20,60406,STOCK-IMAGE
20,60407,STOCK-IMAGE
20,60766,STOCK-IMAGE
20,60767,STOCK-IMAGE
20,196526,STOCK-IMAGE
20,196604,STOCK-IMAGE
20,196605,STOCK-IMAGE
20,210343,STOCK-IMAGE
20,210350,STOCK-IMAGE
20,210357,STOCK-IMAGE
20,215244,STOCK-IMAGE
20,215245,STOCK-IMAGE
