"SKU","Name","ArteVenue Category","Price(Excluding tax)","Tax(in amt)","Length","Width","Quantity","Description","Image URL","Additional Information","Image Thumbnail URL"
"5072","Bel Air 1","Abstract","1840.00","197.00","18.00","18.00","1","","C:\artevenue\estore/artevenue//static/homelane_data/images/49_1AU4572_lowres.jpg","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ","C:\artevenue\estore/artevenue//static/homelane_data/images/49_1AU4572_thumb.jpg"
"5071","Circle Carnival II","Abstract","7050.00","755.00","29.00","29.00","1","","C:\artevenue\estore/artevenue//static/homelane_data/images/49_1AK1300_lowres.jpg","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ","C:\artevenue\estore/artevenue//static/homelane_data/images/49_1AK1300_thumb.jpg"
"5069","Untitled, 1916","Abstract","7050.00","755.00","29.00","29.00","1","","C:\artevenue\estore/artevenue//static/homelane_data/images/49_1AA4636_lowres.jpg","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ","C:\artevenue\estore/artevenue//static/homelane_data/images/49_1AA4636_thumb.jpg"
"5070","Circle Carnival I","Abstract","1840.00","197.00","18.00","18.00","1","","C:\artevenue\estore/artevenue//static/homelane_data/images/49_1AK1299_lowres.jpg","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ","C:\artevenue\estore/artevenue//static/homelane_data/images/49_1AK1299_thumb.jpg"
"5073","Bel Air 2","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5074","Moon Rising from the Crimson Sky I","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5075","Moon Rising from the Crimson Sky II","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5076","Oceanside I","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5077","Oceanside II","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5078","Plage I","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5079","Plage II","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5080","House under construction","Abstract","3490.00","374.00","30.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 24; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 30.00; Acrylic covered; ",""
"5081","Wild Hearted","Abstract","3830.00","410.00","17.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 12; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 17.00; Acrylic covered; ",""
"5082","Suprematist Composition","Abstract","2390.00","256.00","22.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 16; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 22.00; Acrylic covered; ",""
"5083","Suprematism","Abstract","9190.00","985.00","37.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 32; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 37.00; Acrylic covered; ",""
"5084","Haiku VII","Abstract","2530.00","271.00","23.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 17; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 23.00; Acrylic covered; ",""
"5085","Haiku VIII","Abstract","9730.00","1042.00","39.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 34; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 39.00; Acrylic covered; ",""
"5086","Riflessi della sera","Abstract","1430.00","153.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5087"," Riflessi del tramonto","Abstract","5440.00","583.00","23.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 18; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 23.00; Acrylic covered; ",""
"5088","Riflessi del mattino I (detail)","Abstract","2390.00","256.00","22.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 16; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 22.00; Acrylic covered; ",""
"5089","Riflessi del mattino II (detail)","Abstract","9190.00","985.00","37.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 32; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 37.00; Acrylic covered; ",""
"5090","Astratto cremisi","Abstract","1430.00","153.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5091","Stratum 1","Abstract","5440.00","583.00","23.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 18; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 23.00; Acrylic covered; ",""
"5092","Air and Water 1","Abstract","1430.00","153.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5093","Deconstructed 2","Abstract","5440.00","583.00","23.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 18; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 23.00; Acrylic covered; ",""
"5094","Liquid Stone 1","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5095","Liquid Stone 2","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5096","Gestural Brush, Blue","Abstract","2670.00","286.00","24.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 18; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 24.00; Acrylic covered; ",""
"5097","Gestural Brush, Grey","Abstract","9990.00","1070.00","40.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 35; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 40.00; Acrylic covered; ",""
"5098","Gestural Brush, Red","Abstract","2670.00","286.00","24.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 18; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 24.00; Acrylic covered; ",""
"5099","Garden Ensemble","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5100","FLEUR DE LUNE I","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5101","FLEUR DE LUNE II","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5102","Oxido On Teal II","Abstract","2260.00","242.00","21.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 15; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 21.00; Acrylic covered; ",""
"5103","Doubloons Panel I","Landscape","13480.00","1444.00","53.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 48; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 53.00; Acrylic covered; ",""
"5104","Life and Dreams I","Signs","2260.00","242.00","21.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 15; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 21.00; Acrylic covered; ",""
"5105","Life and Dreams II","Signs","8920.00","956.00","36.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 31; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 36.00; Acrylic covered; ",""
"5106","Pelican Beach","Coastal","1430.00","153.00","15.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 9; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 15.00; Acrylic covered; ",""
"5107","Seagrass Shore","Coastal","5710.00","612.00","24.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 19; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 24.00; Acrylic covered; ",""
"5108","Shell Collage I","Coastal","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5109","Indigo Contemporary I","Abstract","8390.00","899.00","34.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 29; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 34.00; Acrylic covered; ",""
"5110","Poppies on Paisley","Floral","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5111","Rich Poppies on Paisley","Floral","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5112","Morning Tones Purple II","Floral","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5113","La Diva Shoes","Fashion","5710.00","612.00","24.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 19; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 24.00; Acrylic covered; ",""
"5114","Green Horizon 4","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5115","Life Guard White Wash","Coastal","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5116","Chateau Nouveau Panel II","Kitchen","740.00","79.00","10.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 4; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 10.00; Acrylic covered; ",""
"5117","Black and White Pop I","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5118","Black and White Pop II","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5119","Well Said I","Signs","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5120","Well Said II","Signs","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5121","Entwine I","Abstract","8390.00","899.00","34.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 29; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 34.00; Acrylic covered; ",""
"5122","Entwine II","Abstract","2260.00","242.00","21.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 15; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 21.00; Acrylic covered; ",""
"5123","So Close I","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5124","So Close II","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5125","So Close III","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5126","Urban Across","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5127","Urban Over","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5128","Velo","Vintage","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5129","Le Cœur dAmour I","Vintage","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5130","Midtown Bridge I","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5131","Splash of Color I","Floral","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5132","Petite Rose II","Floral","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5133","Royalty I","Inspirational","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5134","Turquoise Element III","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5135","Turquoise Element IV","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5136","Green Space II","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5137","Green Space III","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5138","Thicker than Water II","Abstract","1290.00","138.00","14.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 8; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 14.00; Acrylic covered; ",""
"5139","Twilight Time","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5140","A Bridge to Joy","Abstract","1290.00","138.00","14.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 8; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 14.00; Acrylic covered; ",""
"5141","Across the Tall Grass I","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5142","Across the Tall Grass II","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5143","Amorphous I","Abstract","13480.00","1444.00","53.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 48; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 53.00; Acrylic covered; ",""
"5144","Amorphous II","Abstract","3490.00","374.00","30.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 24; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 30.00; Acrylic covered; ",""
"5145","Translucent Abstraction I","Abstract","9990.00","1070.00","40.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 35; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 40.00; Acrylic covered; ",""
"5146","Translucent Abstraction II","Abstract","2670.00","286.00","24.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 18; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 24.00; Acrylic covered; ",""
"5147","White Sky I","Abstract","20710.00","2219.00","80.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 75; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 80.00; Acrylic covered; ",""
"5148","White Sky II","Abstract","5280.00","566.00","43.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 37; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 43.00; Acrylic covered; ",""
"5149","Fluidity I","Abstract","9730.00","1042.00","39.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 34; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 39.00; Acrylic covered; ",""
"5150","Fluidity II","Abstract","2530.00","271.00","23.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 17; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 23.00; Acrylic covered; ",""
"5151","Spontaneous I","Abstract","9730.00","1042.00","39.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 34; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 39.00; Acrylic covered; ",""
"5152","Spontaneous II","Abstract","2530.00","271.00","23.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 17; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 23.00; Acrylic covered; ",""
"5153","Open Range I","Abstract","5970.00","640.00","25.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 20; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 25.00; Acrylic covered; ",""
"5154","Open Range II","Abstract","1570.00","168.00","16.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 10; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 16.00; Acrylic covered; ",""
"5155","Metaphysical I","Abstract","9190.00","985.00","37.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 32; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 37.00; Acrylic covered; ",""
"5156","Metaphysical II","Abstract","2390.00","256.00","22.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 16; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 22.00; Acrylic covered; ",""
"5157","City Square III","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5158","City Square IV","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5159","Block Abstract II v2","Abstract","8650.00","927.00","35.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 30; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 35.00; Acrylic covered; ",""
"5160","Block Abstract I v2","Abstract","2260.00","242.00","21.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 15; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 21.00; Acrylic covered; ",""
"5161","Pastoral I","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5162","Pastoral II","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5163","Rainbow of Stripes Crop","Abstract","3830.00","410.00","17.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 12; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 17.00; Acrylic covered; ",""
"5164","Galaxy I","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5165","Galaxy II","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5166","Speckled Plane I","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5167","Speckled Plane II","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5168","Mind Games I","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5169","Mind Games II","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5170","Teal Patina I ","Abstract","3900.00","418.00","33.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 27; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 33.00; Acrylic covered; ",""
"5171","Teal Patina II","Abstract","15090.00","1617.00","59.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 54; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 59.00; Acrylic covered; ",""
"5172","Teal Patina III ","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5173","Teal Patina IV ","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5174","Stacked I Greige","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
"5175","Stacked II Greige","Abstract","7050.00","755.00","29.00","29.00","1","","","Print on PAPER; Image Print Size : 24 X 24; Frame: Dark Wood (1.80inch); Mount: 1.00, Color: OFFWHITE; Total Size: 29.00 X 29.00; Acrylic covered; ",""
"5176","Chelsea Abstract I","Abstract","1840.00","197.00","18.00","18.00","1","","","Print on PAPER; Image Print Size : 12 X 12; Frame: Simple Black (1.22inch); Mount: 2.00, Color: OFFWHITE; Total Size: 18.00 X 18.00; Acrylic covered; ",""
